要素ID	項目名	コンテキストID	相対年度	連結・個別	期間・時点	ユニットID	単位	値
jpcrp_cor:ProfitLossAttributableToOwnersOfParentSummaryOfBusinessResults	親会社株主に帰属する当期純利益又は親会社株主に帰属する当期純損失（△）、経営指標等	Prior1YearDuration	前期	その他	期間	JPY	円	1608632000
jpcrp_cor:ProfitLossAttributableToOwnersOfParentSummaryOfBusinessResults	親会社株主に帰属する当期純利益又は親会社株主に帰属する当期純損失（△）、経営指標等	CurrentYearDuration	当期	その他	期間	JPY	円	1486773000
jpcrp_cor:BasicEarningsLossPerShareSummaryOfBusinessResults	１株当たり当期純利益又は当期純損失（△）、経営指標等	Prior4YearDuration	四期前	その他	期間	JPYPerShares		100.45
jpcrp_cor:BasicEarningsLossPerShareSummaryOfBusinessResults	１株当たり当期純利益又は当期純損失（△）、経営指標等	Prior3YearDuration	三期前	その他	期間	JPYPerShares		92.31
jpcrp_cor:BasicEarningsLossPerShareSummaryOfBusinessResults	１株当たり当期純利益又は当期純損失（△）、経営指標等	Prior2YearDuration	前々期	その他	期間	JPYPerShares		73.59
jpcrp_cor:BasicEarningsLossPerShareSummaryOfBusinessResults	１株当たり当期純利益又は当期純損失（△）、経営指標等	Prior1YearDuration	前期	その他	期間	JPYPerShares		60.03
jpcrp_cor:BasicEarningsLossPerShareSummaryOfBusinessResults	１株当たり当期純利益又は当期純損失（△）、経営指標等	CurrentYearDuration	当期	その他	期間	JPYPerShares		55.47
jpcrp_cor:DilutedEarningsPerShareSummaryOfBusinessResults	潜在株式調整後１株当たり当期純利益、経営指標等	Prior4YearDuration	四期前	その他	期間	JPYPerShares		100.29
jpcrp_cor:DilutedEarningsPerShareSummaryOfBusinessResults	潜在株式調整後１株当たり当期純利益、経営指標等	Prior3YearDuration	三期前	その他	期間	JPYPerShares		92.13
jpcrp_cor:DilutedEarningsPerShareSummaryOfBusinessResults	潜在株式調整後１株当たり当期純利益、経営指標等	Prior2YearDuration	前々期	その他	期間	JPYPerShares		73.45
jpcrp_cor:DilutedEarningsPerShareSummaryOfBusinessResults	潜在株式調整後１株当たり当期純利益、経営指標等	Prior1YearDuration	前期	その他	期間	JPYPerShares		59.90
jpcrp_cor:DilutedEarningsPerShareSummaryOfBusinessResults	潜在株式調整後１株当たり当期純利益、経営指標等	CurrentYearDuration	当期	その他	期間	JPYPerShares		55.34
jpcrp_cor:NumberOfEmployees	従業員数	Prior4YearInstant	四期前時点	その他	時点	pure		1089
jpcrp_cor:NumberOfEmployees	従業員数	Prior3YearInstant	三期前時点	その他	時点	pure		1065
jpcrp_cor:NumberOfEmployees	従業員数	Prior2YearInstant	前々期末	その他	時点	pure		1064
jpcrp_cor:NumberOfEmployees	従業員数	Prior1YearInstant	前期末	その他	時点	pure		1056
jpcrp_cor:NumberOfEmployees	従業員数	CurrentYearInstant	当期末	その他	時点	pure		1095
jpcrp_cor:NetSalesSummaryOfBusinessResults	売上高、経営指標等	Prior4YearDuration_NonConsolidatedMember	四期前	その他	期間	JPY	円	17546669000
jpcrp_cor:NetSalesSummaryOfBusinessResults	売上高、経営指標等	Prior3YearDuration_NonConsolidatedMember	三期前	その他	期間	JPY	円	19434030000
jpcrp_cor:NetSalesSummaryOfBusinessResults	売上高、経営指標等	Prior2YearDuration_NonConsolidatedMember	前々期	その他	期間	JPY	円	18358483000
jpcrp_cor:NetSalesSummaryOfBusinessResults	売上高、経営指標等	Prior1YearDuration_NonConsolidatedMember	前期	その他	期間	JPY	円	14023643000
jpcrp_cor:NetSalesSummaryOfBusinessResults	売上高、経営指標等	CurrentYearDuration_NonConsolidatedMember	当期	その他	期間	JPY	円	15607097000
jpcrp_cor:OrdinaryIncomeLossSummaryOfBusinessResults	経常利益又は経常損失（△）、経営指標等	Prior4YearDuration_NonConsolidatedMember	四期前	その他	期間	JPY	円	2881535000
jpcrp_cor:OrdinaryIncomeLossSummaryOfBusinessResults	経常利益又は経常損失（△）、経営指標等	Prior3YearDuration_NonConsolidatedMember	三期前	その他	期間	JPY	円	3376195000
jpcrp_cor:OrdinaryIncomeLossSummaryOfBusinessResults	経常利益又は経常損失（△）、経営指標等	Prior2YearDuration_NonConsolidatedMember	前々期	その他	期間	JPY	円	2356839000
jpcrp_cor:OrdinaryIncomeLossSummaryOfBusinessResults	経常利益又は経常損失（△）、経営指標等	Prior1YearDuration_NonConsolidatedMember	前期	その他	期間	JPY	円	1334970000
jpcrp_cor:OrdinaryIncomeLossSummaryOfBusinessResults	経常利益又は経常損失（△）、経営指標等	CurrentYearDuration_NonConsolidatedMember	当期	その他	期間	JPY	円	1962914000
jpcrp_cor:NetIncomeLossSummaryOfBusinessResults	当期純利益又は当期純損失（△）、経営指標等	Prior4YearDuration_NonConsolidatedMember	四期前	その他	期間	JPY	円	2136990000
jpcrp_cor:NetIncomeLossSummaryOfBusinessResults	当期純利益又は当期純損失（△）、経営指標等	Prior3YearDuration_NonConsolidatedMember	三期前	その他	期間	JPY	円	2539022000
jpcrp_cor:NetIncomeLossSummaryOfBusinessResults	当期純利益又は当期純損失（△）、経営指標等	Prior2YearDuration_NonConsolidatedMember	前々期	その他	期間	JPY	円	1611628000
jpcrp_cor:NetIncomeLossSummaryOfBusinessResults	当期純利益又は当期純損失（△）、経営指標等	Prior1YearDuration_NonConsolidatedMember	前期	その他	期間	JPY	円	1684743000
jpcrp_cor:NetIncomeLossSummaryOfBusinessResults	当期純利益又は当期純損失（△）、経営指標等	CurrentYearDuration_NonConsolidatedMember	当期	その他	期間	JPY	円	1853117000
jpcrp_cor:CapitalStockSummaryOfBusinessResults	資本金、経営指標等	Prior4YearInstant_NonConsolidatedMember	四期前時点	その他	時点	JPY	円	7351750000
jpcrp_cor:CapitalStockSummaryOfBusinessResults	資本金、経営指標等	Prior3YearInstant_NonConsolidatedMember	三期前時点	その他	時点	JPY	円	7351750000
jpcrp_cor:CapitalStockSummaryOfBusinessResults	資本金、経営指標等	Prior2YearInstant_NonConsolidatedMember	前々期末	その他	時点	JPY	円	7351750000
jpcrp_cor:CapitalStockSummaryOfBusinessResults	資本金、経営指標等	Prior1YearInstant_NonConsolidatedMember	前期末	その他	時点	JPY	円	7351750000
jpcrp_cor:CapitalStockSummaryOfBusinessResults	資本金、経営指標等	CurrentYearInstant_NonConsolidatedMember	当期末	その他	時点	JPY	円	7351750000
jpcrp_cor:BasicEarningsLossPerShareSummaryOfBusinessResults	１株当たり当期純利益又は当期純損失（△）、経営指標等	Prior4YearDuration_NonConsolidatedMember	四期前	その他	期間	JPYPerShares		79.81
jpcrp_cor:BasicEarningsLossPerShareSummaryOfBusinessResults	１株当たり当期純利益又は当期純損失（△）、経営指標等	Prior3YearDuration_NonConsolidatedMember	三期前	その他	期間	JPYPerShares		94.82
jpcrp_cor:BasicEarningsLossPerShareSummaryOfBusinessResults	１株当たり当期純利益又は当期純損失（△）、経営指標等	Prior2YearDuration_NonConsolidatedMember	前々期	その他	期間	JPYPerShares		60.15
jpcrp_cor:BasicEarningsLossPerShareSummaryOfBusinessResults	１株当たり当期純利益又は当期純損失（△）、経営指標等	Prior1YearDuration_NonConsolidatedMember	前期	その他	期間	JPYPerShares		62.87
jpcrp_cor:BasicEarningsLossPerShareSummaryOfBusinessResults	１株当たり当期純利益又は当期純損失（△）、経営指標等	CurrentYearDuration_NonConsolidatedMember	当期	その他	期間	JPYPerShares		69.14
jpcrp_cor:DilutedEarningsPerShareSummaryOfBusinessResults	潜在株式調整後１株当たり当期純利益、経営指標等	Prior4YearDuration_NonConsolidatedMember	四期前	その他	期間	JPYPerShares		79.68
jpcrp_cor:DilutedEarningsPerShareSummaryOfBusinessResults	潜在株式調整後１株当たり当期純利益、経営指標等	Prior3YearDuration_NonConsolidatedMember	三期前	その他	期間	JPYPerShares		94.63
jpcrp_cor:DilutedEarningsPerShareSummaryOfBusinessResults	潜在株式調整後１株当たり当期純利益、経営指標等	Prior2YearDuration_NonConsolidatedMember	前々期	その他	期間	JPYPerShares		60.04
jpcrp_cor:DilutedEarningsPerShareSummaryOfBusinessResults	潜在株式調整後１株当たり当期純利益、経営指標等	Prior1YearDuration_NonConsolidatedMember	前期	その他	期間	JPYPerShares		62.73
jpcrp_cor:DilutedEarningsPerShareSummaryOfBusinessResults	潜在株式調整後１株当たり当期純利益、経営指標等	CurrentYearDuration_NonConsolidatedMember	当期	その他	期間	JPYPerShares		68.98
jpcrp_cor:NumberOfEmployees	従業員数	Prior4YearInstant_NonConsolidatedMember	四期前時点	その他	時点	pure		701
jpcrp_cor:NumberOfEmployees	従業員数	Prior3YearInstant_NonConsolidatedMember	三期前時点	その他	時点	pure		708
jpcrp_cor:NumberOfEmployees	従業員数	Prior2YearInstant_NonConsolidatedMember	前々期末	その他	時点	pure		704
jpcrp_cor:NumberOfEmployees	従業員数	Prior1YearInstant_NonConsolidatedMember	前期末	その他	時点	pure		684
jpcrp_cor:NumberOfEmployees	従業員数	CurrentYearInstant_NonConsolidatedMember	当期末	その他	時点	pure		675
jpcrp_cor:NumberOfEmployees	従業員数	CurrentYearInstant_jpcrp030000-asr_E01670-000JapanFoodProcessingMachineryManufacturingAndSalesMember	当期末	その他	時点	pure		632
jpcrp_cor:NumberOfEmployees	従業員数	CurrentYearInstant_jpcrp030000-asr_E01670-000NorthAndSouthAmericaFoodProcessingMachineryManufacturingAndSalesMember	当期末	その他	時点	pure		28
jpcrp_cor:NumberOfEmployees	従業員数	CurrentYearInstant_jpcrp030000-asr_E01670-000EuropeFoodProcessingMachineryManufacturingAndSalesMember	当期末	その他	時点	pure		43
jpcrp_cor:NumberOfEmployees	従業員数	CurrentYearInstant_jpcrp030000-asr_E01670-000AsiaFoodProcessingMachineryManufacturingAndSalesMember	当期末	その他	時点	pure		19
jpcrp_cor:NumberOfEmployees	従業員数	CurrentYearInstant_jpcrp030000-asr_E01670-000FoodProcessingMachineryManufacturingAndSalesMember	当期末	その他	時点	pure		722
jpcrp_cor:NumberOfEmployees	従業員数	CurrentYearInstant_jpcrp030000-asr_E01670-000NorthAndSouthAmericaGroceryManufacturingAndSalesMember	当期末	その他	時点	pure		271
jpcrp_cor:NumberOfEmployees	従業員数	CurrentYearInstant_jpcrp030000-asr_E01670-000JapanGroceryManufacturingAndSalesMember	当期末	その他	時点	pure		57
jpcrp_cor:NumberOfEmployees	従業員数	CurrentYearInstant_jpcrp030000-asr_E01670-000GroceryManufacturingAndSalesMember	当期末	その他	時点	pure		328
jpcrp_cor:NumberOfEmployees	従業員数	CurrentYearInstant_CorporateSharedMember	当期末	その他	時点	pure		45
jpcrp_cor:NumberOfEmployees	従業員数	CurrentYearInstant	当期末	その他	時点	pure		1095
jpcrp_cor:AverageAgeYearsInformationAboutReportingCompanyInformationAboutEmployees	平均年齢（年）、提出会社の状況、従業員の状況	CurrentYearInstant_NonConsolidatedMember	当期末	その他	時点	pure		46.4
jpcrp_cor:AverageLengthOfServiceYearsInformationAboutReportingCompanyInformationAboutEmployees	平均勤続年数（年）、提出会社の状況、従業員の状況	CurrentYearInstant_NonConsolidatedMember	当期末	その他	時点	pure		23.1
jpcrp_cor:AverageAnnualSalaryInformationAboutReportingCompanyInformationAboutEmployees	平均年間給与、提出会社の状況、従業員の状況	CurrentYearInstant_NonConsolidatedMember	当期末	その他	時点	JPY	円	6682835
jpcrp_cor:NumberOfEmployees	従業員数	CurrentYearInstant_NonConsolidatedMember_jpcrp030000-asr_E01670-000JapanFoodProcessingMachineryManufacturingAndSalesMember	当期末	その他	時点	pure		630
jpcrp_cor:NumberOfEmployees	従業員数	CurrentYearInstant_NonConsolidatedMember_CorporateSharedMember	当期末	その他	時点	pure		45
jpcrp_cor:ResearchAndDevelopmentExpensesResearchAndDevelopmentActivities	研究開発費、研究開発活動	CurrentYearDuration	当期	その他	期間	JPY	円	535000000
jpcrp_cor:CapitalExpendituresOverviewOfCapitalExpendituresEtc	設備投資額、設備投資等の概要	CurrentYearDuration	当期	その他	期間	JPY	円	314000000
jpcrp_cor:NumberOfSharesHeldNumberOfUnitsNationalAndLocalGovernments	所有株式数（単元）－政府及び地方公共団体	CurrentYearInstant_OrdinaryShareMember	当期末	その他	時点	pure		－
jpcrp_cor:NumberOfSharesHeldNumberOfUnitsFinancialInstitutions	所有株式数（単元）－金融機関	CurrentYearInstant_OrdinaryShareMember	当期末	その他	時点	pure		85424
jpcrp_cor:NumberOfSharesHeldNumberOfUnitsFinancialServiceProviders	所有株式数（単元）－金融商品取引業者	CurrentYearInstant_OrdinaryShareMember	当期末	その他	時点	pure		2047
jpcrp_cor:NumberOfSharesHeldNumberOfUnitsOtherCorporations	所有株式数（単元）－その他の法人	CurrentYearInstant_OrdinaryShareMember	当期末	その他	時点	pure		57573
jpcrp_cor:NumberOfSharesHeldNumberOfUnitsForeignInvestorsOtherThanIndividuals	所有株式数（単元）－外国法人等－個人以外	CurrentYearInstant_OrdinaryShareMember	当期末	その他	時点	pure		50755
jpcrp_cor:NumberOfSharesHeldNumberOfUnitsForeignIndividualInvestors	所有株式数（単元）－外国法人等－個人	CurrentYearInstant_OrdinaryShareMember	当期末	その他	時点	pure		9
jpcrp_cor:NumberOfSharesHeldNumberOfUnitsIndividualsAndOthers	所有株式数（単元）－個人その他	CurrentYearInstant_OrdinaryShareMember	当期末	その他	時点	pure		87746
jpcrp_cor:NumberOfSharesHeldNumberOfUnitsTotal	所有株式数（単元）－計	CurrentYearInstant_OrdinaryShareMember	当期末	その他	時点	pure		283554
jpcrp_cor:NumberOfSharesHeldSharesLessThanOneUnit	所有株式数－単元未満株式の状況（株）	CurrentYearInstant_OrdinaryShareMember	当期末	その他	時点	shares		36600
jpcrp_cor:PercentageOfShareholdingsNationalAndLocalGovernments	所有株式数の割合（％）－政府及び地方公共団体	CurrentYearInstant_OrdinaryShareMember	当期末	その他	時点	pure		－
jpcrp_cor:PercentageOfShareholdingsFinancialInstitutions	所有株式数の割合（％）－金融機関	CurrentYearInstant_OrdinaryShareMember	当期末	その他	時点	pure		0.3013
jpcrp_cor:PercentageOfShareholdingsFinancialServiceProviders	所有株式数の割合（％）－金融商品取引業者	CurrentYearInstant_OrdinaryShareMember	当期末	その他	時点	pure		0.0072
jpcrp_cor:PercentageOfShareholdingsOtherCorporations	所有株式数の割合（％）－その他の法人	CurrentYearInstant_OrdinaryShareMember	当期末	その他	時点	pure		0.2030
jpcrp_cor:PercentageOfShareholdingsForeignersOtherThanIndividuals	所有株式数の割合（％）－外国法人等－個人以外	CurrentYearInstant_OrdinaryShareMember	当期末	その他	時点	pure		0.1790
jpcrp_cor:PercentageOfShareholdingsForeignIndividuals	所有株式数の割合（％）－外国法人等－個人	CurrentYearInstant_OrdinaryShareMember	当期末	その他	時点	pure		0.0000
jpcrp_cor:PercentageOfShareholdingsIndividualsAndOthers	所有株式数の割合（％）－個人その他	CurrentYearInstant_OrdinaryShareMember	当期末	その他	時点	pure		0.3095
jpcrp_cor:NumberOfSharesHeld	所有株式数	CurrentYearInstant_No1MajorShareholdersMember	当期末	その他	時点	shares		3030000
jpcrp_cor:ShareholdingRatio	発行済株式（自己株式を除く。）の総数に対する所有株式数の割合	CurrentYearInstant_No1MajorShareholdersMember	当期末	その他	時点	pure		0.113
jpcrp_cor:NumberOfSharesHeld	所有株式数	CurrentYearInstant_No2MajorShareholdersMember	当期末	その他	時点	shares		3004000
jpcrp_cor:ShareholdingRatio	発行済株式（自己株式を除く。）の総数に対する所有株式数の割合	CurrentYearInstant_No2MajorShareholdersMember	当期末	その他	時点	pure		0.112
jpcrp_cor:NumberOfSharesHeld	所有株式数	CurrentYearInstant_No3MajorShareholdersMember	当期末	その他	時点	shares		1703000
jpcrp_cor:ShareholdingRatio	発行済株式（自己株式を除く。）の総数に対する所有株式数の割合	CurrentYearInstant_No3MajorShareholdersMember	当期末	その他	時点	pure		0.064
jpcrp_cor:NumberOfSharesHeld	所有株式数	CurrentYearInstant_No4MajorShareholdersMember	当期末	その他	時点	shares		1589000
jpcrp_cor:ShareholdingRatio	発行済株式（自己株式を除く。）の総数に対する所有株式数の割合	CurrentYearInstant_No4MajorShareholdersMember	当期末	その他	時点	pure		0.059
jpcrp_cor:NumberOfSharesHeld	所有株式数	CurrentYearInstant_No5MajorShareholdersMember	当期末	その他	時点	shares		1260000
jpcrp_cor:ShareholdingRatio	発行済株式（自己株式を除く。）の総数に対する所有株式数の割合	CurrentYearInstant_No5MajorShareholdersMember	当期末	その他	時点	pure		0.047
jpcrp_cor:NumberOfSharesHeld	所有株式数	CurrentYearInstant_No6MajorShareholdersMember	当期末	その他	時点	shares		1154000
jpcrp_cor:ShareholdingRatio	発行済株式（自己株式を除く。）の総数に対する所有株式数の割合	CurrentYearInstant_No6MajorShareholdersMember	当期末	その他	時点	pure		0.043
jpcrp_cor:NumberOfSharesHeld	所有株式数	CurrentYearInstant_No7MajorShareholdersMember	当期末	その他	時点	shares		759000
jpcrp_cor:ShareholdingRatio	発行済株式（自己株式を除く。）の総数に対する所有株式数の割合	CurrentYearInstant_No7MajorShareholdersMember	当期末	その他	時点	pure		0.028
jpcrp_cor:NumberOfSharesHeld	所有株式数	CurrentYearInstant_No8MajorShareholdersMember	当期末	その他	時点	shares		714000
jpcrp_cor:ShareholdingRatio	発行済株式（自己株式を除く。）の総数に対する所有株式数の割合	CurrentYearInstant_No8MajorShareholdersMember	当期末	その他	時点	pure		0.027
jpcrp_cor:NumberOfSharesHeld	所有株式数	CurrentYearInstant_No9MajorShareholdersMember	当期末	その他	時点	shares		680000
jpcrp_cor:ShareholdingRatio	発行済株式（自己株式を除く。）の総数に対する所有株式数の割合	CurrentYearInstant_No9MajorShareholdersMember	当期末	その他	時点	pure		0.025
jpcrp_cor:NumberOfSharesHeld	所有株式数	CurrentYearInstant_No10MajorShareholdersMember	当期末	その他	時点	shares		624000
jpcrp_cor:ShareholdingRatio	発行済株式（自己株式を除く。）の総数に対する所有株式数の割合	CurrentYearInstant_No10MajorShareholdersMember	当期末	その他	時点	pure		0.023
jpcrp_cor:NumberOfSharesHeld	所有株式数	CurrentYearInstant	当期末	その他	時点	shares		14522000
jpcrp_cor:ShareholdingRatio	発行済株式（自己株式を除く。）の総数に対する所有株式数の割合	CurrentYearInstant	当期末	その他	時点	pure		0.542
jpcrp_cor:NumberOfSharesHeldInOwnNameTreasurySharesEtc	自己名義所有株式数（株）、自己株式等	CurrentYearInstant_Row1Member	当期末	その他	時点	shares		1587100
jpcrp_cor:NumberOfSharesHeldInOthersNamesTreasurySharesEtc	他人名義所有株式数（株）、自己株式等	CurrentYearInstant_Row1Member	当期末	その他	時点	shares		－
jpcrp_cor:TotalNumberOfSharesHeldTreasurySharesEtc	所有株式数の合計（株）、自己株式等	CurrentYearInstant_Row1Member	当期末	その他	時点	shares		1587100
jpcrp_cor:ShareholdingRatioTreasurySharesEtc	発行済株式総数に対する所有株式数の割合（％）、自己株式等	CurrentYearInstant_Row1Member	当期末	その他	時点	pure		0.0559
jpcrp_cor:NumberOfSharesHeldInOwnNameTreasurySharesEtc	自己名義所有株式数（株）、自己株式等	CurrentYearInstant	当期末	その他	時点	shares		1587100
jpcrp_cor:NumberOfSharesHeldInOthersNamesTreasurySharesEtc	他人名義所有株式数（株）、自己株式等	CurrentYearInstant	当期末	その他	時点	shares		－
jpcrp_cor:TotalNumberOfSharesHeldTreasurySharesEtc	所有株式数の合計（株）、自己株式等	CurrentYearInstant	当期末	その他	時点	shares		1587100
jpcrp_cor:ShareholdingRatioTreasurySharesEtc	発行済株式総数に対する所有株式数の割合（％）、自己株式等	CurrentYearInstant	当期末	その他	時点	pure		0.0559
jpcrp_cor:NumberOfSharesHeldOrdinarySharesInformationAboutDirectorsAndCorporateAuditors	所有株式数（普通株式）、役員の状況（取締役（及び監査役））	FilingDateInstant_jpcrp030000-asr_E01670-000TashiroYasunoriMember	提出日時点	その他	時点	shares		132600
jpcrp_cor:NumberOfSharesHeldOrdinarySharesInformationAboutDirectorsAndCorporateAuditors	所有株式数（普通株式）、役員の状況（取締役（及び監査役））	FilingDateInstant_jpcrp030000-asr_E01670-000KobayashiMikioMember	提出日時点	その他	時点	shares		27900
jpcrp_cor:NumberOfSharesHeldOrdinarySharesInformationAboutDirectorsAndCorporateAuditors	所有株式数（普通株式）、役員の状況（取締役（及び監査役））	FilingDateInstant_jpcrp030000-asr_E01670-000KanekoTamotsuMember	提出日時点	その他	時点	shares		6200
jpcrp_cor:NumberOfSharesHeldOrdinarySharesInformationAboutDirectorsAndCorporateAuditors	所有株式数（普通株式）、役員の状況（取締役（及び監査役））	FilingDateInstant_jpcrp030000-asr_E01670-000OnukiKazushigeMember	提出日時点	その他	時点	shares		3900
jpcrp_cor:NumberOfSharesHeldOrdinarySharesInformationAboutDirectorsAndCorporateAuditors	所有株式数（普通株式）、役員の状況（取締役（及び監査役））	FilingDateInstant_jpcrp030000-asr_E01670-000HiraharaKoMember	提出日時点	その他	時点	shares		1400
jpcrp_cor:NumberOfSharesHeldOrdinarySharesInformationAboutDirectorsAndCorporateAuditors	所有株式数（普通株式）、役員の状況（取締役（及び監査役））	FilingDateInstant_jpcrp030000-asr_E01670-000YokoyamaKaoruMember	提出日時点	その他	時点	shares		600
jpcrp_cor:NumberOfSharesHeldOrdinarySharesInformationAboutDirectorsAndCorporateAuditors	所有株式数（普通株式）、役員の状況（取締役（及び監査役））	FilingDateInstant_jpcrp030000-asr_E01670-000MiyaokaTadashiMember	提出日時点	その他	時点	shares		6000
jpcrp_cor:NumberOfSharesHeldOrdinarySharesInformationAboutDirectorsAndCorporateAuditors	所有株式数（普通株式）、役員の状況（取締役（及び監査役））	FilingDateInstant_jpcrp030000-asr_E01670-000HirabayashiRyokoMember	提出日時点	その他	時点	shares		500
jpcrp_cor:NumberOfSharesHeldOrdinarySharesInformationAboutDirectorsAndCorporateAuditors	所有株式数（普通株式）、役員の状況（取締役（及び監査役））	FilingDateInstant_jpcrp030000-asr_E01670-000YokoyamaFujioMember	提出日時点	その他	時点	shares		－
jpcrp_cor:NumberOfSharesHeldOrdinarySharesInformationAboutDirectorsAndCorporateAuditors	所有株式数（普通株式）、役員の状況（取締役（及び監査役））	FilingDateInstant	提出日時点	その他	時点	shares		179100
jppfs_cor:RawMaterialsAndSupplies	原材料及び貯蔵品	Prior1YearInstant	前期末	連結	時点	JPY	円	328369000
jppfs_cor:RawMaterialsAndSupplies	原材料及び貯蔵品	CurrentYearInstant	当期末	連結	時点	JPY	円	431829000
jppfs_cor:AccumulatedDepreciationBuildingsAndStructures	減価償却累計額、建物及び構築物	Prior1YearInstant	前期末	連結	時点	JPY	円	-7737700000
jppfs_cor:AccumulatedDepreciationBuildingsAndStructures	減価償却累計額、建物及び構築物	CurrentYearInstant	当期末	連結	時点	JPY	円	-8077671000
jppfs_cor:AccumulatedDepreciationMachineryEquipmentAndVehicles	減価償却累計額、機械装置及び運搬具	Prior1YearInstant	前期末	連結	時点	JPY	円	-6380314000
jppfs_cor:AccumulatedDepreciationMachineryEquipmentAndVehicles	減価償却累計額、機械装置及び運搬具	CurrentYearInstant	当期末	連結	時点	JPY	円	-7112203000
jppfs_cor:AccumulatedDepreciationToolsFurnitureAndFixtures	減価償却累計額、工具、器具及び備品	Prior1YearInstant	前期末	連結	時点	JPY	円	-1728089000
jppfs_cor:AccumulatedDepreciationToolsFurnitureAndFixtures	減価償却累計額、工具、器具及び備品	CurrentYearInstant	当期末	連結	時点	JPY	円	-1819455000
jppfs_cor:LeaseAssetsPPE	リース資産、有形固定資産	Prior1YearInstant	前期末	連結	時点	JPY	円	45286000
jppfs_cor:LeaseAssetsPPE	リース資産、有形固定資産	CurrentYearInstant	当期末	連結	時点	JPY	円	45286000
jppfs_cor:AccumulatedDepreciationLeaseAssetsPPE	減価償却累計額、リース資産、有形固定資産	Prior1YearInstant	前期末	連結	時点	JPY	円	-42045000
jppfs_cor:AccumulatedDepreciationLeaseAssetsPPE	減価償却累計額、リース資産、有形固定資産	CurrentYearInstant	当期末	連結	時点	JPY	円	-44203000
jppfs_cor:LeaseAssetsNetPPE	リース資産（純額）、有形固定資産	Prior1YearInstant	前期末	連結	時点	JPY	円	3241000
jppfs_cor:LeaseAssetsNetPPE	リース資産（純額）、有形固定資産	CurrentYearInstant	当期末	連結	時点	JPY	円	1082000
jppfs_cor:PropertyPlantAndEquipment	有形固定資産	Prior1YearInstant	前期末	連結	時点	JPY	円	13159594000
jppfs_cor:PropertyPlantAndEquipment	有形固定資産	CurrentYearInstant	当期末	連結	時点	JPY	円	12963021000
jppfs_cor:CapitalStock	資本金	Prior1YearInstant	前期末	連結	時点	JPY	円	7351750000
jppfs_cor:CapitalStock	資本金	CurrentYearInstant	当期末	連結	時点	JPY	円	7351750000
jppfs_cor:NetSales	売上高	Prior1YearDuration	前期	連結	期間	JPY	円	22280945000
jppfs_cor:NetSales	売上高	CurrentYearDuration	当期	連結	期間	JPY	円	26585005000
jppfs_cor:CostOfSales	売上原価	Prior1YearDuration	前期	連結	期間	JPY	円	12359219000
jppfs_cor:CostOfSales	売上原価	CurrentYearDuration	当期	連結	期間	JPY	円	15783795000
jppfs_cor:AdvertisingExpensesSGA	広告宣伝費、販売費及び一般管理費	Prior1YearDuration	前期	連結	期間	JPY	円	87851000
jppfs_cor:AdvertisingExpensesSGA	広告宣伝費、販売費及び一般管理費	CurrentYearDuration	当期	連結	期間	JPY	円	133726000
jppfs_cor:PackingAndTransportationExpensesSGA	荷造運搬費、販売費及び一般管理費	Prior1YearDuration	前期	連結	期間	JPY	円	826963000
